idx	name	cid	n_inputs	n_library_spectra	n_raw_matches	n_unique_mri	folder	mode_used	domainmasst_status
227	2Methyl3methylthiofuran	526618	1	0.0	0.0	0.0	0227_2Methyl3methylthiofuran_928e33c150		
134	Amyl_methyl_disulfide	522459	1	0.0	0.0	0.0	0134_Amyl_methyl_disulfide_fc3f0ffdba		
133	Amyl_isothiocyanate	69415	1	0.0	0.0	0.0	0133_Amyl_isothiocyanate_f333b36df8		
132	Pentyl_Hexanoate	10886	1	0.0	0.0	0.0	0132_Pentyl_Hexanoate_09463b00c9		
130	Pentyl_furoate	74008	1	7.0	0.0	0.0	0130_Pentyl_furoate_8e2af2b4af	fasstrecords	skipped
218	SMethyl_4methylpentanethioate	46779070	1	0.0	0.0	0.0	0218_SMethyl_4methylpentanethioate_5b87345c62		
217	Methyl_2methyl3furyl_disulfide	47649	1	0.0	0.0	0.0	0217_Methyl_2methyl3furyl_disulfide_164b308413		
215	3Methyl23methylbut2enylfuran	84825	1	0.0	0.0	0.0	0215_3Methyl23methylbut2enylfuran_d498a2bd68		
214	Methyl_3methyl1butenyl_disulfide	71587664	1	0.0	0.0	0.0	0214_Methyl_3methyl1butenyl_disulfide_3feb0074cb		
202	Methyl_isovalerate	11160	1	10.0	0.0	0.0	0202_Methyl_isovalerate_080d37c8a2	fasstrecords	skipped
212	Methyl_Nmethylanthranilate	6826	1	0.0	0.0	0.0	0212_Methyl_Nmethylanthranilate_c3573d3740		
211	5Methoxy2methylthiazole	61976	1	0.0	0.0	0.0	0211_5Methoxy2methylthiazole_7ea26c9f4c		
210	Thymyl_methyl_ether	14104	1	0.0	0.0	0.0	0210_Thymyl_methyl_ether_fdd9b4c147		
209	Methyl_2Methoxybenzoate	61151	1	2.0	0.0	0.0	0209_Methyl_2Methoxybenzoate_1918d3f66c	fasstrecords	skipped
208	Methyl_Methacrylate	6658	1	0.0	0.0	0.0	0208_Methyl_Methacrylate_a6a3a54dd9		
207	Methyl_3mercaptobutanoate	9898836	1	0.0	0.0	0.0	0207_Methyl_3mercaptobutanoate_f43f336584		
206	Methanethiol	878	1	0.0	0.0	0.0	0206_Methanethiol_3a22ef4d24		
205	Methyl_levulinate	69354	1	0.0	0.0	0.0	0205_Methyl_levulinate_19ae251f69		
213	Smethyl_3methylbutanethioate	90246	1	0.0	0.0	0.0	0213_Smethyl_3methylbutanethioate_d3760f2ecc		
260	3Methylpentanoic_acid	7755	1	17.0	0.0	0.0	0260_3Methylpentanoic_acid_2b7a778dad	fasstrecords	skipped
259	Acetyl_isobutyryl	24115	1	0.0	0.0	0.0	0259_Acetyl_isobutyryl_17c21ba342		
258	2Methylpentaldehyde	31245	1	0.0	0.0	0.0	0258_2Methylpentaldehyde_ea027a82f1		
257	4Methyl2oxovaleric_acid	70	1	12.0	0.0	0.0	0257_4Methyl2oxovaleric_acid_cfad3219d0	fasstrecords	skipped
255	Methyl_2oxo3methylpentanoate	545106	1	0.0	0.0	0.0	0255_Methyl_2oxo3methylpentanoate_a99b0e4f52		
254	3Methyl2oxobutanoic_acid	49	1	11.0	0.0	0.0	0254_3Methyl2oxobutanoic_acid_9aad17d6dd	fasstrecords	skipped
253	Methyl_2octynoate	8092	1	0.0	0.0	0.0	0253_Methyl_2octynoate_d93bf56a09		
252	Methyl_octyl_sulfide	77289	1	0.0	0.0	0.0	0252_Methyl_octyl_sulfide_8996008a99		
250	Methyl_5octenoate_5Z	6914062	1	0.0	0.0	0.0	0250_Methyl_5octenoate_5Z_d1289a8159		
282	Methyl_phenylacetate	7559	1	2.0	0.0	0.0	0282_Methyl_phenylacetate_d5faafe22a	fasstrecords	skipped
281	Methyl_phenethyl_ether	19089	1	0.0	0.0	0.0	0281_Methyl_phenethyl_ether_09608b539b		
280	1Phenyl2propyl_butyrate	19857768	1	0.0	0.0	0.0	0280_1Phenyl2propyl_butyrate_fca6bd64cf		
279	2Phenyl1propanol	14295	1	0.0	0.0	0.0	0279_2Phenyl1propanol_611ddb8674		
278	4Methylpentyl_isovalerate	71587815	1	0.0	0.0	0.0	0278_4Methylpentyl_isovalerate_eceb9a89aa		
277	4Methyl2pentyl13dioxolane	15336	1	0.0	0.0	0.0	0277_4Methyl2pentyl13dioxolane_90ac0d568f		
276	Mesityl_oxide	8858	1	0.0	0.0	0.0	0276_Mesityl_oxide_72a186dd05		
275	4Penten2one_4methyl	19543	1	0.0	0.0	0.0	0275_4Penten2one_4methyl_2ace5239d7		
251	7Methyl3octen2one_3E	5363231	1	0.0	0.0	0.0	0251_7Methyl3octen2one_3E_12704cd026		
249	Methyl_4octenoate_Z	5352774	1	0.0	0.0	0.0	0249_Methyl_4octenoate_Z_055fd3f136		
248	Methyl_oct2enoate	5364532	1	0.0	0.0	0.0	0248_Methyl_oct2enoate_bd89240982		
247	2Methyl2octenal_2E	5362580	1	0.0	0.0	0.0	0247_2Methyl2octenal_2E_213aada0f1		
246	4Methyloctanoic_acid	62089	1	0.0	0.0	0.0	0246_4Methyloctanoic_acid_e92d9577f4		
244	2Methyloctanal	24583	1	0.0	0.0	0.0	0244_2Methyloctanal_232e16a06e		
243	Methyl_2nonynoate	8137	1	0.0	0.0	0.0	0243_Methyl_2nonynoate_c3bce36fd6		
242	Methyl_3nonenoate	61631	1	0.0	0.0	0.0	0242_Methyl_3nonenoate_a37f90e409		
241	Methyl_2nonenoate	5368076	1	0.0	0.0	0.0	0241_Methyl_2nonenoate_4b511b626f		
262	3Methyl1pentanol	11508	1	0.0	0.0	0.0	0262_3Methyl1pentanol_dc54f21d33		
239	Methyl_nonanoate	15606	1	3.0	0.0	0.0	0239_Methyl_nonanoate_766a10ee5c	fasstrecords	skipped
238	3Methyl24nonanedione	529481	1	0.0	0.0	0.0	0238_3Methyl24nonanedione_52e4503bfd		
236	2Acetylnaphthalene	7122	1	16.0	0.0	0.0	0236_2Acetylnaphthalene_53c3af7e6a	fasstrecords	skipped
235	1Methylnaphthalene	7002	1	0.0	0.0	0.0	0235_1Methylnaphthalene_3ad78bc6cb		
266	Methyl_4pentenoate	543664	1	0.0	0.0	0.0	0266_Methyl_4pentenoate_db92be400b		
265	4Methyl2pentenal	5916154	1	0.0	0.0	0.0	0265_4Methyl2pentenal_3a69158a73		
264	2Methyl2pentenal	12177	1	0.0	0.0	0.0	0264_2Methyl2pentenal_9181fb36bb		
263	4Methyl4methylthio2pentanone	4682590	1	0.0	0.0	0.0	0263_4Methyl4methylthio2pentanone_d302f79eb5		
240	4Methylnonanoic_acid	62003	1	0.0	0.0	0.0	0240_4Methylnonanoic_acid_6615f733a3		
166	42Methyl3furylthio5nonanone	62182	1	0.0	0.0	0.0	0166_42Methyl3furylthio5nonanone_beaa790bdf		
165	32Methyl3furylthio4heptanone	43598	1	0.0	0.0	0.0	0165_32Methyl3furylthio4heptanone_18db0edd19		
164	32Methyl3furylthiobutanal	71587866	1	0.0	0.0	0.0	0164_32Methyl3furylthiobutanal_7e9e55f72c		
163	35Methyl2furylprop2enal	11434978	1	0.0	0.0	0.0	0163_35Methyl2furylprop2enal_87579dcccb		
162	2Methyl3methylsulfanylmethyldisulfanylfuran	71587703	1	0.0	0.0	0.0	0162_2Methyl3methylsulfanylmethyldisulfanylfuran_aa506afe90		
161	2Methyl3furyl_2methyl3tetrahydrofuryl_disulfide	71587678	1	0.0	0.0	0.0	0161_2Methyl3furyl_2methyl3tetrahydrofuryl_disulfide_0e848be474		
160	35Methyl2furylbutanal	3578033	1	0.0	0.0	0.0	0160_35Methyl2furylbutanal_ec239a91a7		
159	Methyl_2furoate	11902	1	0.0	0.0	0.0	0159_Methyl_2furoate_0db1de40ef		
135	Pentyl_octanoate	61185	1	0.0	0.0	0.0	0135_Pentyl_octanoate_6de05815f8		
157	5Methyl2furanmethanethiol	521873	1	0.0	0.0	0.0	0157_5Methyl2furanmethanethiol_223e8b566e		
156	Furfuryl_methyl_disulfide	62131	1	0.0	0.0	0.0	0156_Furfuryl_methyl_disulfide_92e1208ba2		
155	5Methylfurfuryl_alcohol	520911	1	0.0	0.0	0.0	0155_5Methylfurfuryl_alcohol_a455597eb8		
154	5Methylfurfural	12097	1	7.0	0.0	0.0	0154_5Methylfurfural_caa9203b69	fasstrecords	skipped
153	2Propenoic_acid_32furanyl_methyl_ester	5355414	1	0.0	0.0	0.0	0153_2Propenoic_acid_32furanyl_methyl_ester_afd1b2c3b7		
184	Methyl_3hexenoate	61311	1	0.0	0.0	0.0	0184_Methyl_3hexenoate_9d9dc6faba		
183	Methyl_2hexenoate	61310	1	0.0	0.0	0.0	0183_Methyl_2hexenoate_5f1ae1bcd0		
182	5Methylhexanoic_acid	12344	1	0.0	0.0	0.0	0182_5Methylhexanoic_acid_3f996376dd		
158	Methyl_3furfurylthiopropionate	15225386	1	0.0	0.0	0.0	0158_Methyl_3furfurylthiopropionate_95bcce9148		
152	2Methyl3furanthiol	34286	1	0.0	0.0	0.0	0152_2Methyl3furanthiol_62cefa6566		
151	5Methylfuran3one	12711594	1	0.0	0.0	0.0	0151_5Methylfuran3one_5ff902ac11		
150	2Methylfuran	10797	1	0.0	0.0	0.0	0150_2Methylfuran_35be47f042		
149	Methyl_nformylanthranilate	162458	1	0.0	0.0	0.0	0149_Methyl_nformylanthranilate_79449a468a		
148	Ethyl_methyl_trisulfide	525358	1	0.0	0.0	0.0	0148_Ethyl_methyl_trisulfide_984cc67bbe		
147	Ethyl_methyl_sulfide	12230	1	0.0	0.0	0.0	0147_Ethyl_methyl_sulfide_d93d7a8fc5		
146	334Methylenedioxyphenyl2methylpropanal	64805	1	0.0	0.0	0.0	0146_334Methylenedioxyphenyl2methylpropanal_83aadb3f46		
145	413Benzodioxol5yl2butanone	62098	1	0.0	0.0	0.0	0145_413Benzodioxol5yl2butanone_96b05742fa		
167	6Methyl35heptadien2one	5370101	1	0.0	0.0	0.0	0167_6Methyl35heptadien2one_ad1f799162		
143	1Methyldithio2propanone	22952976	1	0.0	0.0	0.0	0143_1Methyldithio2propanone_a6a1fbc432		
142	2Methyl13dithiolane	21828	1	0.0	0.0	0.0	0142_2Methyl13dithiolane_5ba9245ce9		
141	Dimethyl_Disulfide	12232	1	0.0	0.0	0.0	0141_Dimethyl_Disulfide_7d8cb779f8		
140	Methyl_37dimethyl6octenoate	14718574	1	0.0	0.0	0.0	0140_Methyl_37dimethyl6octenoate_8999516dd3		
139	Methyl_NNdimethylanthranilate	82336	1	0.0	0.0	0.0	0139_Methyl_NNdimethylanthranilate_0ecfb0feea		
138	4Methyl26dimethoxyphenol	240925	1	2.0	0.0	0.0	0138_4Methyl26dimethoxyphenol_125b03ffd6	fasstrecords	skipped
136	45Dihydro2methyl3furanthiol	526177	1	0.0	0.0	0.0	0136_45Dihydro2methyl3furanthiol_382e0c492f		
168	6Methylheptanal	104307	1	0.0	0.0	0.0	0168_6Methylheptanal_816d93bf64		
144	Dichloromethane	6344	1	0.0	0.0	0.0	0144_Dichloromethane_a910e51b8e		
193	Methyl_2hydroxy4methylpentanoate	62908	1	0.0	0.0	0.0	0193_Methyl_2hydroxy4methylpentanoate_831addd3d3		
192	Methyl_3hydroxyhexanoate	519845	1	0.0	0.0	0.0	0192_Methyl_3hydroxyhexanoate_01950f3c0e		
191	Methyl_3hydroxybutyrate	15146	1	0.0	0.0	0.0	0191_Methyl_3hydroxybutyrate_0f836fa06f		
190	1Methyl1Hpyrrole2carbaldehyde	14504	1	0.0	0.0	0.0	0190_1Methyl1Hpyrrole2carbaldehyde_c27660644d		
189	Hexyl_methyl_ether	78484	1	0.0	0.0	0.0	0189_Hexyl_methyl_ether_184c4d8b8e		
188	5Methylhexyl_acetate	22182954	1	0.0	0.0	0.0	0188_5Methylhexyl_acetate_03b2628fe6		
187	5Methyl5hexen2one	228604	1	0.0	0.0	0.0	0187_5Methyl5hexen2one_237fd20f05		
186	5Methyl3hexen2one	5363140	1	0.0	0.0	0.0	0186_5Methyl3hexen2one_eb248bd005		
181	2Methylhexanoic_Acid	20653	1	0.0	0.0	0.0	0181_2Methylhexanoic_Acid_6ad66ccf63		
145	4Methoxybenzyl_formate	61054	1	0.0	0.0	0.0	0145_4Methoxybenzyl_formate_504d77dd41		
144	Anisyl_butyrate	243675	1	0.0	0.0	0.0	0144_Anisyl_butyrate_3106954a44		
143	4Methoxybenzyl_alcohol	7738	1	11.0	0.0	0.0	0143_4Methoxybenzyl_alcohol_09b8e71853	fasstrecords	skipped
142	4Methoxybenzyl_acetate	7695	1	0.0	0.0	0.0	0142_4Methoxybenzyl_acetate_fd8154c932		
141	Anisole	7519	1	0.0	0.0	0.0	0141_Anisole_d85965b591		
139	Anisaldehyde_propyleneglycol_acetal	98081	1	0.0	0.0	0.0	0139_Anisaldehyde_propyleneglycol_acetal_c433312755		
138	4Hydroxy2pentenoic_acid_gammalactone	11558	1	0.0	0.0	0.0	0138_4Hydroxy2pentenoic_acid_gammalactone_007795faf4		
136	Amyl_Salicylate	16299	1	0.0	0.0	0.0	0136_Amyl_Salicylate_5cdf21f3dd		
185	Methyl_3hexenoate_3Z	5362819	1	0.0	0.0	0.0	0185_Methyl_3hexenoate_3Z_68907b120a		
180	Methyl_hexanoate	7824	1	0.0	0.0	0.0	0180_Methyl_hexanoate_eac07f6bf9		
179	SMethyl_hexanethioate	75515	1	0.0	0.0	0.0	0179_SMethyl_hexanethioate_04602e6a16		
178	5Methyl23hexanedione	26204	1	0.0	0.0	0.0	0178_5Methyl23hexanedione_ab9f3f644c		
177	3Methylhexanal	140511	1	0.0	0.0	0.0	0177_3Methylhexanal_619373286e		
176	6Methyl5hepten2yl_acetate	87947	1	0.0	0.0	0.0	0176_6Methyl5hepten2yl_acetate_dafd1522bf		
175	6Methyl5hepten2one	9862	1	0.0	0.0	0.0	0175_6Methyl5hepten2one_6090a68e38		
174	6Methyl3hepten2one_3E	5462986	1	0.0	0.0	0.0	0174_6Methyl3hepten2one_3E_102d2a77f7		
173	5Methyl2hepten4one	5362588	1	0.0	0.0	0.0	0173_5Methyl2hepten4one_5f4dc2df01		
194	32Mercapto1methylpropylthio2butanol	62090	1	0.0	0.0	0.0	0194_32Mercapto1methylpropylthio2butanol_2893152094		
171	2Methyl3heptanone	25611	1	0.0	0.0	0.0	0171_2Methyl3heptanone_d6768b269f		
170	2Methylheptanoic_acid	14475	1	0.0	0.0	0.0	0170_2Methylheptanoic_acid_99cba50793		
169	Methyl_heptanoate	7826	1	0.0	0.0	0.0	0169_Methyl_heptanoate_00c41e03d6		
200	2Isopropyl5methylpyrazine	61700	1	0.0	0.0	0.0	0200_2Isopropyl5methylpyrazine_e067a9126d		
199	Methyl_isopentyl_disulfide	534377	1	0.0	0.0	0.0	0199_Methyl_isopentyl_disulfide_ffb9788926		
198	Methyl_isobutyrate	11039	1	0.0	0.0	0.0	0198_Methyl_isobutyrate_cb4a9b0468		
197	Methyl_Isobutyl_Ketone	7909	1	0.0	0.0	0.0	0197_Methyl_Isobutyl_Ketone_54af572f4a		
196	Methyl_isobutanethioate	537722	1	0.0	0.0	0.0	0196_Methyl_isobutanethioate_7450a9082a		
195	Beta_methyl_ionone	5375218	1	0.0	0.0	0.0	0195_Beta_methyl_ionone_ad6b0070c5		
172	6Methyl5hepten2ol	20745	1	0.0	0.0	0.0	0172_6Methyl5hepten2ol_8eee621529		
372	3Methyl124trithiane	65290	1	0.0	0.0	0.0	0372_3Methyl124trithiane_6c88f3e65f		
371	12Methyltridecanal	3018619	1	0.0	0.0	0.0	0371_12Methyltridecanal_fe3954a4d4		
370	3Methylthiopropyl_mercaptoacetate	46779104	1	0.0	0.0	0.0	0370_3Methylthiopropyl_mercaptoacetate_d0a9a4d8d5		
369	3Methylthiopropyl_isothiocyanate	62351	1	0.0	0.0	0.0	0369_3Methylthiopropyl_isothiocyanate_56258877cb		
368	3Methylthiopropyl_hexanoate	46779102	1	0.0	0.0	0.0	0368_3Methylthiopropyl_hexanoate_4c277fc2ae		
367	3Methylthiopropylamine	77743	1	1.0	0.0	0.0	0367_3Methylthiopropylamine_f60a5a572f	fasstrecords	skipped
366	3Methylthiopropyl_acetate	85519	1	0.0	0.0	0.0	0366_3Methylthiopropyl_acetate_2298125f9c		
365	Methional	18635	1	0.0	0.0	0.0	0365_Methional_efa1cb504e		
274	4Methyl2pentenoic_acid	12216200	1	0.0	0.0	0.0	0274_4Methyl2pentenoic_acid_0b0598c062		
363	oMethylthiophenol	61261	1	0.0	0.0	0.0	0363_oMethylthiophenol_5caadfd5c4		
396	2Naphthalenethiol	7058	1	0.0	0.0	0.0	0396_2Naphthalenethiol_35917eb032		
395	Myrtenyl_acetate	11435490	1	0.0	0.0	0.0	0395_Myrtenyl_acetate_1eaf713a8f		
394	Myrtenol	10582	1	0.0	0.0	0.0	0394_Myrtenol_ce0b8b4886		
393	1Tetradecanol	8209	1	0.0	0.0	0.0	0393_1Tetradecanol_2235dfdcf6		
391	Tetradecanal	31291	1	0.0	0.0	0.0	0391_Tetradecanal_15da48960e		
389	Myrcenyl_methyl_ether	71356702	1	0.0	0.0	0.0	0389_Myrcenyl_methyl_ether_a7cd9b9ed5		
388	Morpholine	8083	1	2.0	0.0	0.0	0388_Morpholine_f2e3942321	fasstrecords	skipped
364	1Methylthio2propanone	6430713	1	0.0	0.0	0.0	0364_1Methylthio2propanone_fb9ed9b7ee		
358	1Methylthio3octanone	528762	1	0.0	0.0	0.0	0358_1Methylthio3octanone_44e37aaa09		
357	3Methylthiomethylthiophene	20158044	1	0.0	0.0	0.0	0357_3Methylthiomethylthiophene_d2989dbf31		
356	2Methylthiomethyl3phenyl2propenal	20381858	1	0.0	0.0	0.0	0356_2Methylthiomethyl3phenyl2propenal_3fc424307d		
355	Methylthiomethanethiol	122370	1	0.0	0.0	0.0	0355_Methylthiomethanethiol_1a518e3ba3		
354	Methylthiomethyl_hexanoate	173312	1	0.0	0.0	0.0	0354_Methylthiomethyl_hexanoate_a6da1a0556		
353	2Methylthiomethyl2butenal	6435925	1	0.0	0.0	0.0	0353_2Methylthiomethyl2butenal_d535a76c8d		
352	6Methylthiohexyl_isothiocyanate	165224	1	0.0	0.0	0.0	0352_6Methylthiohexyl_isothiocyanate_8d98774644		
351	3Methylthiohexyl_acetate	62013	1	0.0	0.0	0.0	0351_3Methylthiohexyl_acetate_2946409d28		
373	2Methylundecanal	61031	1	0.0	0.0	0.0	0373_2Methylundecanal_445e4da686		
349	Methyl_2thiofuroate	61662	1	0.0	0.0	0.0	0349_Methyl_2thiofuroate_a6526558c2		
348	2Methylthioethyl_acetate	4447651	1	0.0	0.0	0.0	0348_2Methylthioethyl_acetate_54a03d0055		
347	2Methylthioethanol	78925	1	0.0	0.0	0.0	0347_2Methylthioethanol_44d9e19237		
378	2Methylvaleric_acid	7341	1	0.0	0.0	0.0	0378_2Methylvaleric_acid_e417c852c2		
377	Methyl_valerate	12206	1	9.0	0.0	0.0	0377_Methyl_valerate_78673ebba2	fasstrecords	skipped
376	Methyl_2undecynoate	61524	1	0.0	0.0	0.0	0376_Methyl_2undecynoate_be18df468f		
375	Methyl_9undecenoate	6435903	1	0.0	0.0	0.0	0375_Methyl_9undecenoate_40f184c370		
374	Methyl_10undecenoate	8138	1	0.0	0.0	0.0	0374_Methyl_10undecenoate_e3161804c5		
350	3Methylthio1hexanol	65413	1	0.0	0.0	0.0	0350_3Methylthio1hexanol_7d88f8e9ce		
429	36Nonadienyl_acetate_3E6Z	71587638	1	0.0	0.0	0.0	0429_36Nonadienyl_acetate_3E6Z_31e6f41a7a		
428	Nonadienyl_acetate_2E6Z	5363120	1	0.0	0.0	0.0	0428_Nonadienyl_acetate_2E6Z_638589789d		
427	26Nonadien1ol	34134	1	2.0	0.0	0.0	0427_26Nonadien1ol_dc28c7b7f7	fasstrecords	skipped
426	24Nonadien1ol	112492	1	0.0	0.0	0.0	0426_24Nonadien1ol_84060f31fd		
425	26Nonadienal_diethyl_acetal	6437114	1	0.0	0.0	0.0	0425_26Nonadienal_diethyl_acetal_ea423449fb		
424	2Z6ZNona26dienal	88369124	1	0.0	0.0	0.0	0424_2Z6ZNona26dienal_3bbd9de386		
423	EE26Nonadienal	636687	1	0.0	0.0	0.0	0423_EE26Nonadienal_28da0f5ef9		
422	2Z4ENona24Dienal	6428555	1	0.0	0.0	0.0	0422_2Z4ENona24Dienal_a50a28efa7		
387	Monomenthyl_succinate_	11219061	1	0.0	0.0	0.0	0387_Monomenthyl_succinate_abf7885a00		
420	24Nonadienal	5283339	1	0.0	0.0	0.0	0420_24Nonadienal_8a7f3f7198		
419	Nitrous_Oxide	948	1	0.0	0.0	0.0	0419_Nitrous_Oxide_0920bf9ff5		
418	Nitrosyl_chloride	17601	1	0.0	0.0	0.0	0418_Nitrosyl_chloride_d56d3fb008		
417	N2Hydroxyethyl23dimethyl2isopropylbutanamide	22182807	1	0.0	0.0	0.0	0417_N2Hydroxyethyl23dimethyl2isopropylbutanamide_e4ea82dfdf		
416	NEthyl22diisopropylbutanamide	3016598	1	0.0	0.0	0.0	0416_NEthyl22diisopropylbutanamide_39ded40cd0		
415	Neryl_propionate	5365982	1	0.0	0.0	0.0	0415_Neryl_propionate_688477df7e		
414	Neryl_isovalerate	6429039	1	0.0	0.0	0.0	0414_Neryl_isovalerate_141388e372		
445	Nona246trienal	92083	1	0.0	0.0	0.0	0445_Nona246trienal_cc35ab3b48		
421	Nona24dienal	23203	1	0.0	0.0	0.0	0421_Nona24dienal_30ddb61a5d		
683	7Oxabicyclo410heptan2one_6methyl31methylethylidene	61942	1	0.0	0.0	0.0	0683_7Oxabicyclo410heptan2one_6methyl31methylethylidene_d3f34d79fd		
385	1Isopropyl_citrate	9816081	1	0.0	0.0	0.0	0385_1Isopropyl_citrate_7837a8eee3		
384	Glyceryl_monocitrate	3033853	1	0.0	0.0	0.0	0384_Glyceryl_monocitrate_25749aa5dd		
383	Ethanolamine	700	1	0.0	0.0	0.0	0383_Ethanolamine_4976275c1b		
382	Menthalactone	94349	1	0.0	0.0	0.0	0382_Menthalactone_a73a1f26dd		
381	Micagroup_minerals	131842327	1	0.0	0.0	0.0	0381_Micagroup_minerals_34f8371601		
380	4Methyl5vinylthiazole	15654	1	0.0	0.0	0.0	0380_4Methyl5vinylthiazole_8bf964c85d		
379	2Methyl5vinylpyrazine	26335	1	0.0	0.0	0.0	0379_2Methyl5vinylpyrazine_780716c8c8		
397	betaNAPHTHYL_ANTHRANILATE	62217	1	8.0	0.0	0.0	0397_betaNAPHTHYL_ANTHRANILATE_855496726c	fasstrecords	skipped
412	Neryl_formate	5354882	1	0.0	0.0	0.0	0412_Neryl_formate_25b70448a5		
411	Neryl_butyrate	5352162	1	0.0	0.0	0.0	0411_Neryl_butyrate_1cd5924c7d		
410	Neryl_acetate	1549025	1	85.0	0.0	0.0	0410_Neryl_acetate_8b75970b10	fasstrecords	skipped
404	N11Dimethyl2hydroxyethyl22diethylbutanamide	20565975;72941560	2	0.0	0.0	0.0	0404_N11Dimethyl2hydroxyethyl22diethylbutanamide_098202489c		
403	Methane	297	1	0.0	0.0	0.0	0403_Methane_6b23c0d5f3		
402	Natamycin	5284447	1	10.0	0.0	0.0	0402_Natamycin_2ce796d07d	fasstrecords	skipped
400	2Methoxynaphthalene	7119	1	0.0	0.0	0.0	0400_2Methoxynaphthalene_98afba486d		
399	22Methylpropoxynaphthalene	16582	1	0.0	0.0	0.0	0399_22Methylpropoxynaphthalene_fa88ab2902		
398	2Ethoxynaphthalene	7129	1	0.0	0.0	0.0	0398_2Ethoxynaphthalene_0ba2eecc54		
413	Neryl_isobutyrate	5365991	1	0.0	0.0	0.0	0413_Neryl_isobutyrate_a02a404424		
287	3Methyl2phenylbutyraldehyde	12255414	1	0.0	0.0	0.0	0287_3Methyl2phenylbutyraldehyde_3b61275655		
286	2Methyl4phenylbutyraldehyde	62911	1	0.0	0.0	0.0	0286_2Methyl4phenylbutyraldehyde_ab502e4d50		
285	11Dimethyl3phenylpropyl_isobutyrate	61446	1	0.0	0.0	0.0	0285_11Dimethyl3phenylpropyl_isobutyrate_551212da24		
284	2Methyl4phenyl2butyl_acetate	7633	1	0.0	0.0	0.0	0284_2Methyl4phenyl2butyl_acetate_dfe6d74ed8		
283	2Methyl4phenyl2butanol	7632	1	0.0	0.0	0.0	0283_2Methyl4phenyl2butanol_24e0e8deb9		
314	6Methylquinoline	7059	1	0.0	0.0	0.0	0314_6Methylquinoline_03d6676327		
313	2Acetylpyrrole	14079	1	3.0	0.0	0.0	0313_2Acetylpyrrole_c8c586b465	fasstrecords	skipped
312	2Methylpyrazine	7976	1	0.0	0.0	0.0	0312_2Methylpyrazine_006b382f87		
359	4Methylthio2oxobutyric_acid	473	1	0.0	0.0	0.0	0359_4Methylthio2oxobutyric_acid_18e195fd9d		
310	21Methylpropylthiazole	519539	1	0.0	0.0	0.0	0310_21Methylpropylthiazole_42c6bd086f		
309	3Isobutyl_pyridine	61715	1	0.0	0.0	0.0	0309_3Isobutyl_pyridine_481aeec004		
308	2Isobutylpyridine	61385	1	0.0	0.0	0.0	0308_2Isobutylpyridine_edd9f6dd54		
307	cis2Methyl4propyl13oxathiane	101010	1	0.0	0.0	0.0	0307_cis2Methyl4propyl13oxathiane_281462506c		
306	Isobutyl_isovalerate	11514	1	0.0	0.0	0.0	0306_Isobutyl_isovalerate_77d3824a0e		
305	Methyl_propyl_disulfide	16592	1	0.0	0.0	0.0	0305_Methyl_propyl_disulfide_093c7131fb		
304	3Methyl5propylcyclohex2en1one	3782139	1	0.0	0.0	0.0	0304_3Methyl5propylcyclohex2en1one_b05c453e28		
303	Methyl_propionate	11124	1	0.0	0.0	0.0	0303_Methyl_propionate_ccc51878be		
311	Methyl_propyl_trisulfide	5319765	1	0.0	0.0	0.0	0311_Methyl_propyl_trisulfide_66c88dd244		
273	2Methyl4pentenoic_acid	549519	1	5.0	0.0	0.0	0273_2Methyl4pentenoic_acid_51184b5bd1	fasstrecords	skipped
272	2Methyl3pentenoic_acid_3Z	71587183	1	0.0	0.0	0.0	0272_2Methyl3pentenoic_acid_3Z_1c71c2f2d1		
271	2Methylpent3enoic_acid	61969	1	0.0	0.0	0.0	0271_2Methylpent3enoic_acid_842f9d8c09		
270	2Methyl3pentenoic_acid_3E	6435866	1	0.0	0.0	0.0	0270_2Methyl3pentenoic_acid_3E_24b5771b9f		
269	2Methyl2pentenoic_acid_2Z	6436344	1	0.0	0.0	0.0	0269_2Methyl2pentenoic_acid_2Z_9dbd13004f		
268	2Methylpent2en1oic_acid	18458	1	0.0	0.0	0.0	0268_2Methylpent2en1oic_acid_ceffbc7fca		
267	2Methyl2pentenoic_acid	5365909	1	0.0	0.0	0.0	0267_2Methyl2pentenoic_acid_533ccb6bbf		
298	2Methyldithioisobutyraldehyde	106217	1	0.0	0.0	0.0	0298_2Methyldithioisobutyraldehyde_8fdaf2c43c		
288	Methyl_4Phenylbutyrate	281254	1	0.0	0.0	0.0	0288_Methyl_4Phenylbutyrate_06de5582bd		
296	Thioanisole	7520	1	0.0	0.0	0.0	0296_Thioanisole_92cbfa4bd7		
295	Methyl_3phenylpropionate	7643	1	0.0	0.0	0.0	0295_Methyl_3phenylpropionate_e5d63a0729		
294	4Methyl2phenyl2pentenal	5363896	1	0.0	0.0	0.0	0294_4Methyl2phenyl2pentenal_6e8c9e9a1f		
293	4Methyl1phenyl2pentanone	219672	1	0.0	0.0	0.0	0293_4Methyl1phenyl2pentanone_8739241669		
292	5Methyl2phenyl2hexenal	5370602	1	0.0	0.0	0.0	0292_5Methyl2phenyl2hexenal_3fe59e4333		
291	Ethyl_3methyl3phenylglycidate	6501	1	0.0	0.0	0.0	0291_Ethyl_3methyl3phenylglycidate_3d5232120d		
