idx	name	cid	n_inputs	n_library_spectra	n_raw_matches	n_unique_mri	folder	mode_used	domainmasst_status
918	Rose_oxide	27866	1	9.0	0.0	0.0	0918_Rose_oxide_7f29313124	fasstrecords	skipped
917	Tetrahydrolinalool	6548	1	0.0	0.0	0.0	0917_Tetrahydrolinalool_7487dfa278		
916	Tetrahydrofurfuryl_propionate	61183	1	0.0	0.0	0.0	0916_Tetrahydrofurfuryl_propionate_231849fcb1		
915	2Tetrahydrofurfuryl_2mercaptopropionate	71587372	1	0.0	0.0	0.0	0915_2Tetrahydrofurfuryl_2mercaptopropionate_0ea6e1ada2		
914	Tetrahydrofurfuryl_cinnamate	6232217	1	0.0	0.0	0.0	0914_Tetrahydrofurfuryl_cinnamate_80c1c70255		
937	1alpha3alpha4alpha5alpha4Methyl11methylethylbicyclo310hexan3ol	10550	1	0.0	0.0	0.0	0937_1alpha3alpha4alpha5alpha4Methyl11methylethylbicyclo310hexan3ol_d1e6c3024c		
946	oCresyl_acetate	10778	1	0.0	0.0	0.0	0946_oCresyl_acetate_2f6a688b96		
945	Lilac_acetaldehyde	61006	1	0.0	0.0	0.0	0945_Lilac_acetaldehyde_33854a3749		
944	2Thiocresol	8712	1	0.0	0.0	0.0	0944_2Thiocresol_1fefc03d55		
943	Toluene	1140	1	0.0	0.0	0.0	0943_Toluene_5da1ba726f		
942	Titanium_dioxide	26042	1	0.0	0.0	0.0	0942_Titanium_dioxide_592404c178		
941	Thymol	6989	1	57.0	0.0	0.0	0941_Thymol_9d24faff45	fasstrecords	skipped
940	Thujol	12304603	1	0.0	0.0	0.0	0940_Thujol_970586adb5		
939	Npc301181	6432367	1	0.0	0.0	0.0	0939_Npc301181_ff736a4f69		
938	1S3S4R5R4Methyl11methylethylbicyclo310hexan3ol	12304610	1	0.0	0.0	0.0	0938_1S3S4R5R4Methyl11methylethylbicyclo310hexan3ol_37ff3106b6		
913	Tetrahydrofurfuryl_butyrate	551316	1	0.0	0.0	0.0	0913_Tetrahydrofurfuryl_butyrate_f161d6b053		
994	betaDamascenone	5366074	1	0.0	0.0	0.0	0994_betaDamascenone_c8f1704c2c		
993	pCymen8ol	14529	1	2.0	0.0	0.0	0993_pCymen8ol_9ef7f1a4d2	fasstrecords	skipped
992	Trimethylamine_oxide	1145	1	21.0	0.0	0.0	0992_Trimethylamine_oxide_4db759a001	fasstrecords	skipped
991	Trimethylamine	1146	1	6.0	0.0	0.0	0991_Trimethylamine_fbcca452e2	fasstrecords	skipped
988	Trifluoromethanesulfonic_acid	62406	1	12.0	0.0	0.0	0988_Trifluoromethanesulfonic_acid_bc26303cdc	fasstrecords	skipped
987	Triethylamine	8471	1	0.0	0.0	0.0	0987_Triethylamine_e0090ebb1b		
985	Trindodecylamine	7624	1	8.0	0.0	0.0	0985_Trindodecylamine_f2e2b27b22	fasstrecords	skipped
984	2Tridecenal	5283363	1	0.0	0.0	0.0	0984_2Tridecenal_98c22ba7ba		
948	4pTolyl2butanone	5463908	1	0.0	0.0	0.0	0948_4pTolyl2butanone_5cf0259715		
982	2Tridecanone	11622	1	0.0	0.0	0.0	0982_2Tridecanone_aaa6acb965		
1012	245Trimethyloxazole	30215	1	0.0	0.0	0.0	1012_245Trimethyloxazole_ce4d27ba0c		
1011	224Trimethyl13dioxolane	62384	1	0.0	0.0	0.0	1011_224Trimethyl13dioxolane_bcd160603e		
1010	133Trimethyl2norbornanyl_acetate	107217	1	0.0	0.0	0.0	1010_133Trimethyl2norbornanyl_acetate_59d6873dc0		
1009	3E248Trimethylnona37dien2OL	21972054	1	0.0	0.0	0.0	1009_3E248Trimethylnona37dien2OL_339fc350b4		
1008	233Trimethylindanone	10149036	1	0.0	0.0	0.0	1008_233Trimethylindanone_81cebc9ace		
1007	266Trimethyl2hydroxycyclohexanone	101115	1	0.0	0.0	0.0	1007_266Trimethyl2hydroxycyclohexanone_d668edd120		
1006	355Trimethyl1hexanol	18938	1	0.0	0.0	0.0	1006_355Trimethyl1hexanol_941b90516c		
983	247Tridecatrienal_2E4Z7Z	6421281	1	0.0	0.0	0.0	0983_247Tridecatrienal_2E4Z7Z_9651eaefe8		
947	4Methylphenyl_acetate	8797	1	1.0	0.0	0.0	0947_4Methylphenyl_acetate_a78ec1128b	fasstrecords	skipped
980	Tridecanal	25311	1	0.0	0.0	0.0	0980_Tridecanal_092bbbe02f		
979	Trichloroethylene	6575	1	0.0	0.0	0.0	0979_Trichloroethylene_59d6181855		
977	Triacetin	5541	1	29.0	0.0	0.0	0977_Triacetin_b66fbf1565	fasstrecords	skipped
975	2Tridecen1ol_2E	5364949	1	0.0	0.0	0.0	0975_2Tridecen1ol_2E_e911fd60e5		
974	trans2trans4Nonadiene	5358327	1	0.0	0.0	0.0	0974_trans2trans4Nonadiene_95edb80dc5		
973	24Dodecadienal_2E4E	5367530	1	0.0	0.0	0.0	0973_24Dodecadienal_2E4E_17f49ac7bb		
972	4tertButylcyclohexanol	7391	1	0.0	0.0	0.0	0972_4tertButylcyclohexanol_f0e2bfc5c2		
995	Safranal	61041	1	7.0	0.0	0.0	0995_Safranal_3c56e86638	fasstrecords	skipped
970	4Octenoic_acid_4E	6433715	1	0.0	0.0	0.0	0970_4Octenoic_acid_4E_03c0d6a5a0		
969	2Nonenyl_acetate_2E	6365451	1	0.0	0.0	0.0	0969_2Nonenyl_acetate_2E_f1cbb7183b		
968	2Nonen4one_2E	448996	1	0.0	0.0	0.0	0968_2Nonen4one_2E_f678a8c05d		
967	3Nonen1ol_3E	5352807	1	0.0	0.0	0.0	0967_3Nonen1ol_3E_680b3ddd85		
966	4Nonenal_4E	5283337	1	0.0	0.0	0.0	0966_4Nonenal_4E_7f56e19a79		
965	2Hexenyl_2methylbutyrate_2E	5352459	1	0.0	0.0	0.0	0965_2Hexenyl_2methylbutyrate_2E_554888f2ef		
964	3Hexenyl_acetate_3E	5352557	1	0.0	0.0	0.0	0964_3Hexenyl_acetate_3E_3af77b6faa		
963	2Hexenyl_acetate_2E	2733294	1	0.0	0.0	0.0	0963_2Hexenyl_acetate_2E_ec1e83d96d		
996	335Trimethylcyclohexanol	8298	1	0.0	0.0	0.0	0996_335Trimethylcyclohexanol_2945f3039f		
971	22Pentenylcyclopentanone_2E	6437002	1	0.0	0.0	0.0	0971_22Pentenylcyclopentanone_2E_dc263f28a6		
855	Sodium_Lauryl_Sulfate	3423265	1	30.0	0.0	0.0	0855_Sodium_Lauryl_Sulfate_d8c557d6cb	fasstrecords	skipped
853	Sodium_Lactate	23666456	1	26.0	0.0	0.0	0853_Sodium_Lactate_524d12ecf0	fasstrecords	skipped
852	Sodium_Hypochlorite	23665760	1	0.0	0.0	0.0	0852_Sodium_Hypochlorite_585c1feda7		
877	Tin_tetrachloride	24287	1	0.0	0.0	0.0	0877_Tin_tetrachloride_5f78978b40		
876	2S5RN42amino2oxoethylphenyl5methyl2propan2ylcyclohexanecarboxamide	67096018	1	0.0	0.0	0.0	0876_2S5RN42amino2oxoethylphenyl5methyl2propan2ylcyclohexanecarboxamide_2d50e0626e		
875	Spiro24dithia1methyl8oxabicyclo330octane331oxa2methylcyclopentane	61979	1	0.0	0.0	0.0	0875_Spiro24dithia1methyl8oxabicyclo330octane331oxa2methylcyclopentane_efb82aaa9f		
874	Spikenard_extract	168266265	1	0.0	0.0	0.0	0874_Spikenard_extract_979101f6cc		
872	Sorbitan_monooctadecanoate	16218600	1	0.0	0.0	0.0	0872_Sorbitan_monooctadecanoate_1ebcd6213c		
925	Thiazole	9256	1	2.0	0.0	0.0	0925_Thiazole_8529372f40	fasstrecords	skipped
870	11Diethoxycyclopentane	90268	1	0.0	0.0	0.0	0870_11Diethoxycyclopentane_e8fd77671a		
868	Sodium_sulfide_hydrated_with_not_less_than_30_water	237873	1	0.0	0.0	0.0	0868_Sodium_sulfide_hydrated_with_not_less_than_30_water_8de0b3c47f		
867	Sodium_Sulfide	14804	1	0.0	0.0	0.0	0867_Sodium_Sulfide_a57e29b347		
866	Sodium_Sulfate	24436	1	0.0	0.0	0.0	0866_Sodium_Sulfate_7283160152		
865	Sodium_Stearyl_Fumarate	23665634	1	0.0	0.0	0.0	0865_Sodium_Stearyl_Fumarate_bdbb96d844		
863	Sodium_Nitrite	23668193	1	0.0	0.0	0.0	0863_Sodium_Nitrite_b16587e1d1		
862	Sodium_Nitrate	24268	1	0.0	0.0	0.0	0862_Sodium_Nitrate_8edfdb3da8		
860	Methyl_sulfate_sodium_salt	2735086	1	0.0	0.0	0.0	0860_Methyl_sulfate_sodium_salt_34616cba85		
871	Sorbitan_mono9Z9octadecenoate	9920342	1	0.0	0.0	0.0	0871_Sorbitan_mono9Z9octadecenoate_7ca6472037		
845	copper_182carboxyethyl20carboxymethyl12ethenyl7ethyl381317tetramethyl1824dihydro17Hporphyrin2ylidenemethanediolate	157010055	1	0.0	0.0	0.0	0845_copper_182carboxyethyl20carboxymethyl12ethenyl7ethyl381317tetramethyl1824dihydro_92a1039236		
844	Chlorophyllin_sodium_copper_salt_commercial_grade	71306894	1	0.0	0.0	0.0	0844_Chlorophyllin_sodium_copper_salt_commercial_grade_2c96c19e64		
843	Chlorophyllins	23725082	1	0.0	0.0	0.0	0843_Chlorophyllins_0f96cb76c8		
842	Sodium_Chlorite	23668197	1	0.0	0.0	0.0	0842_Sodium_Chlorite_05b5184f34		
841	Sodium_octanoate	23664772	1	12.0	0.0	0.0	0841_Sodium_octanoate_650a76d642	fasstrecords	skipped
840	Sodium_Caprate	4457968	1	24.0	0.0	0.0	0840_Sodium_Caprate_de76b806fe	fasstrecords	skipped
839	Sodium_borohydride	4311764	1	0.0	0.0	0.0	0839_Sodium_borohydride_8c6838c9c6		
837	Silver_Nitrate	24470	1	0.0	0.0	0.0	0837_Silver_Nitrate_8edfdb3da8		
856	Sodium_Silicate	23266	1	0.0	0.0	0.0	0856_Sodium_Silicate_d0e6b9c7c3		
112	Ammonium_Acetate	517165	1	0.0	0.0	0.0	0112_Ammonium_Acetate_b00014bedb		
111	Sodium_aminotrismethylenephosphonate	23687322	1	0.0	0.0	0.0	0111_Sodium_aminotrismethylenephosphonate_916bb44ce2		
110	34Amino22dioxido1H213benzothiadiazin5yloxy22dimethylNpropylpropanamide	44628330	1	0.0	0.0	0.0	0110_34Amino22dioxido1H213benzothiadiazin5yloxy22dimethylNpropylpropanamide_6da330b632		
109	4Amino56dimethylthieno23dpyrimidin21Hone_hydrochloride	44183999	1	0.0	0.0	0.0	0109_4Amino56dimethylthieno23dpyrimidin21Hone_hydrochloride_e3b59ac99e		
108	4Amino56dimethylthieno23dpyrimidin21Hone	14338815	1	0.0	0.0	0.0	0108_4Amino56dimethylthieno23dpyrimidin21Hone_e3b59ac99e		
107	4Aminobutyric_Acid	223130	1	0.0	0.0	0.0	0107_4Aminobutyric_Acid_1ba10eb2f9		
104	1Amino2propanol	4	1	3.0	0.0	0.0	0104_1Amino2propanol_428b5983d0	fasstrecords	skipped
99	Aluminum_caprylate	62602	1	12.0	0.0	0.0	0099_Aluminum_caprylate_650a76d642	fasstrecords	skipped
98	Decanoic_acid_aluminum_salt_31	19710439	1	24.0	0.0	0.0	0098_Decanoic_acid_aluminum_salt_31_de76b806fe	fasstrecords	skipped
836	Silica	24261	1	0.0	0.0	0.0	0836_Silica_34f8371601		
908	12Acetyltetrahydro6ahydroxy23a5trimethylfuro23d13dioxol5ylethanone	193527	1	0.0	0.0	0.0	0908_12Acetyltetrahydro6ahydroxy23a5trimethylfuro23d13dioxol5ylethanone_9bb1b17ec6		
907	9Tetradecen5olide	121237820	1	0.0	0.0	0.0	0907_9Tetradecen5olide_835b7694c7		
906	8Z8Tetradecenal	6430188	1	0.0	0.0	0.0	0906_8Z8Tetradecenal_1928a4d7e2		
905	2Tetradecenal	116625	1	0.0	0.0	0.0	0905_2Tetradecenal_94c7d74792		
904	deltaTETRADECALACTONE	520296	1	0.0	0.0	0.0	0904_deltaTETRADECALACTONE_efc942b1c9		
903	Conifer_acetate	62240	1	0.0	0.0	0.0	0903_Conifer_acetate_187c9de659		
902	TertButylhydroquinone	16043	1	0.0	0.0	0.0	0902_TertButylhydroquinone_98bfb5eee7		
901	Terpinyl_propionate	62328	1	0.0	0.0	0.0	0901_Terpinyl_propionate_c4d0a0f4a6		
859	Sodium_24methoxyphenoxypropanoate	23670520	1	1.0	0.0	0.0	0859_Sodium_24methoxyphenoxypropanoate_7fde586aa8	fasstrecords	skipped
899	Terpinyl_isobutyrate	522673	1	0.0	0.0	0.0	0899_Terpinyl_isobutyrate_e3eeeb64a3		
898	Terpinyl_formate	16537	1	0.0	0.0	0.0	0898_Terpinyl_formate_13fd81637e		
897	Terpinyl_cinnamate	20838599	1	0.0	0.0	0.0	0897_Terpinyl_cinnamate_0bd2b3668b		
930	Thioacetic_acid	10484	1	1.0	0.0	0.0	0930_Thioacetic_acid_a36e62a59f	fasstrecords	skipped
929	2Thiophenemethanol	69467	1	0.0	0.0	0.0	0929_2Thiophenemethanol_3f0807b2a6		
928	2Thiophenethiol	522674	1	0.0	0.0	0.0	0928_2Thiophenethiol_7d34118d95		
927	12Thienylethanethiol	2724626	1	0.0	0.0	0.0	0927_12Thienylethanethiol_370541721a		
926	22Dithiobisthiophene	23347	1	0.0	0.0	0.0	0926_22Dithiobisthiophene_e647f2356b		
900	Terpinyl_isovalerate	585911	1	0.0	0.0	0.0	0900_Terpinyl_isovalerate_4376c3acb2		
857	Sodium_4methoxybenzoyloxyacetate	56844155	1	0.0	0.0	0.0	0857_Sodium_4methoxybenzoyloxyacetate_82dbdc0a7e		
896	alphaTerpinyl_butyrate	578423	1	0.0	0.0	0.0	0896_alphaTerpinyl_butyrate_2690199365		
895	Terpinyl_oaminobenzoate	61746	1	0.0	0.0	0.0	0895_Terpinyl_oaminobenzoate_d0d0f613a9		
894	Terpinolene	11463	1	0.0	0.0	0.0	0894_Terpinolene_8bc2ba11aa		
893	BetaTerpineol	8748	1	0.0	0.0	0.0	0893_BetaTerpineol_1c2e300f76		
892	AlphaTerpineol	17100	1	7.0	0.0	0.0	0892_AlphaTerpineol_27b4bd7a96	fasstrecords	skipped
891	GammaTerpinene	7461	1	0.0	0.0	0.0	0891_GammaTerpinene_43a172eb86		
890	AlphaTerpinene	7462	1	0.0	0.0	0.0	0890_AlphaTerpinene_5135714d79		
909	41Methylethyl3cyclohexene1carboxylic_acid	62117	1	0.0	0.0	0.0	0909_41Methylethyl3cyclohexene1carboxylic_acid_228439e587		
887	Sulfurous_Acid	1100	1	0.0	0.0	0.0	0887_Sulfurous_Acid_490828d7d4		
885	Sucrose_Palmitate	21140494	1	0.0	0.0	0.0	0885_Sucrose_Palmitate_0fcfcb36a7		
883	Sucrose_Acetate_Isobutyrate	31339	1	0.0	0.0	0.0	0883_Sucrose_Acetate_Isobutyrate_10faee569e		
881	Succistearin	57357863	1	0.0	0.0	0.0	0881_Succistearin_1fe5f1823e		
880	Succinic_anhydride	7922	1	0.0	0.0	0.0	0880_Succinic_anhydride_9b2d899921		
878	Stearyl_Alcohol	8221	1	0.0	0.0	0.0	0878_Stearyl_Alcohol_b4e816ad97		
912	Tetrahydrofurfuryl_alcohol	7360	1	0.0	0.0	0.0	0912_Tetrahydrofurfuryl_alcohol_199c63b47e		
911	Tetrahydrofurfuryl_acetate	12506	1	0.0	0.0	0.0	0911_Tetrahydrofurfuryl_acetate_5a80b780f9		
910	Menthofuran	329983	1	6.0	0.0	0.0	0910_Menthofuran_c12d347d6b	fasstrecords	skipped
889	Terpene_resin	168010184	1	0.0	0.0	0.0	0889_Terpene_resin_30ee4c71a5		
608	26Dimethylthiophenol	61045	1	0.0	0.0	0.0	0608_26Dimethylthiophenol_ad46cb01d4		
607	34Dimethylthiophene	79089	1	0.0	0.0	0.0	0607_34Dimethylthiophene_bd4399d759		
606	25Dimethyl3thioisovalerylfuran	41570	1	0.0	0.0	0.0	0606_25Dimethyl3thioisovalerylfuran_4880676f37		
605	25Dihydro45dimethyl21methylpropylthiazole	5362564	1	0.0	0.0	0.0	0605_25Dihydro45dimethyl21methylpropylthiazole_8a1349cdba		
604	45Dimethylthiazole	62510	1	0.0	0.0	0.0	0604_45Dimethylthiazole_cfc57a941e		
603	25Dimethylthiazole	77837	1	0.0	0.0	0.0	0603_25Dimethylthiazole_366bdc81a4		
639	11Dimethoxydodecane	84559	1	0.0	0.0	0.0	0639_11Dimethoxydodecane_118604f06f		
638	GammaDodecalactone	16821	1	0.0	0.0	0.0	0638_GammaDodecalactone_0444b630e6		
89	2Methyl1butanethiol	15877	1	0.0	0.0	0.0	0089_2Methyl1butanethiol_5a2397c2cf		
634	Isomenthone_	6432469	1	12.0	0.0	0.0	0634_Isomenthone_baadc51bd6	fasstrecords	skipped
631	Limonen10ol_	11019061	1	0.0	0.0	0.0	0631_Limonen10ol_7b2cf82dc7		
629	Divanillin	95086	1	0.0	0.0	0.0	0629_Divanillin_5914371875		
628	5Methylthio2methylthiomethyl2pentenal	20381861	1	0.0	0.0	0.0	0628_5Methylthio2methylthiomethyl2pentenal_b1279ebab7		
627	Methialdol	62159	1	0.0	0.0	0.0	0627_Methialdol_5d9de793bd		
626	14Dithiane	10452	1	0.0	0.0	0.0	0626_14Dithiane_42745fb2fa		
625	25Dithiahexane	23110	1	0.0	0.0	0.0	0625_25Dithiahexane_f069a59aec		
624	44Thiobis2butanone	61989	1	0.0	0.0	0.0	0624_44Thiobis2butanone_62b25620cd		
637	epsilonDodecalactone	61835	1	0.0	0.0	0.0	0637_epsilonDodecalactone_1f0db712b1		
595	25Dimethylpyrazine	31252	1	1.0	0.0	0.0	0595_25Dimethylpyrazine_1b4ddfd442	fasstrecords	skipped
594	23Dimethylpyrazine	22201	1	0.0	0.0	0.0	0594_23Dimethylpyrazine_cd45d9ae79		
593	Dimethylphenethyl_formate_alphaalpha	61464	1	0.0	0.0	0.0	0593_Dimethylphenethyl_formate_alphaalpha_e76909f81a		
592	11Dimethyl2phenylethyl_butyrate	24915	1	0.0	0.0	0.0	0592_11Dimethyl2phenylethyl_butyrate_47b8baf2d0		
591	NNDimethylphenylethylamine	25125	1	2.0	0.0	0.0	0591_NNDimethylphenylethylamine_f3847afe8a	fasstrecords	skipped
590	2Methyl1phenyl2propanol	7531	1	9.0	0.0	0.0	0590_2Methyl1phenyl2propanol_5a76a90615	fasstrecords	skipped
589	Dimethyl_benzyl_carbinyl_acetate	9024	1	0.0	0.0	0.0	0589_Dimethyl_benzyl_carbinyl_acetate_1a4d54ddd8		
588	24Dimethyl2pentenoic_acid	53422899	1	0.0	0.0	0.0	0588_24Dimethyl2pentenoic_acid_2b434a35bc		
609	Dimethyl_trisulfide	19310	1	0.0	0.0	0.0	0609_Dimethyl_trisulfide_bac48ead30		
620	Disodium_cyanodithioimidocarbonate	61088	1	0.0	0.0	0.0	0620_Disodium_cyanodithioimidocarbonate_cc62547f34		
618	Disecbutyl_disulfide	94314	1	0.0	0.0	0.0	0618_Disecbutyl_disulfide_a755a9010c		
617	Dipropyl_trisulfide	22383	1	0.0	0.0	0.0	0617_Dipropyl_trisulfide_d19d1160af		
615	11Dipropoxyethane	66929	1	0.0	0.0	0.0	0615_11Dipropoxyethane_b2b292be83		
614	13Diphenyl2propanone	7593	1	0.0	0.0	0.0	0614_13Diphenyl2propanone_70163efbf9		
613	Diphenyl_Ether	7583	1	0.0	0.0	0.0	0613_Diphenyl_Ether_9affd80d02		
612	Dioctyl_Adipate	31271	1	0.0	0.0	0.0	0612_Dioctyl_Adipate_a24351b632		
611	24Dimethyl5vinylthiazole	5362563	1	0.0	0.0	0.0	0611_24Dimethyl5vinylthiazole_d14c8d374a		
610	35Dimethyl124trithiolane	32033	1	0.0	0.0	0.0	0610_35Dimethyl124trithiolane_9f198493fd		
587	24Dimethyl3oxazoline	53654	1	0.0	0.0	0.0	0587_24Dimethyl3oxazoline_b892c0e325		
190	Benzyl_phenylacetate	60999	1	0.0	0.0	0.0	0190_Benzyl_phenylacetate_c2fc6037d3		
189	Benzyl_nonanoate	80960	1	0.0	0.0	0.0	0189_Benzyl_nonanoate_5ed56771fc		
188	Benzyl_methyl_sulfide	13016	1	0.0	0.0	0.0	0188_Benzyl_methyl_sulfide_94dd6af733		
187	Benzyl_tiglate	250096	1	0.0	0.0	0.0	0187_Benzyl_tiglate_5d86afe6f3		
186	1Benzyloxy12methoxyethoxyethane	22235151	1	0.0	0.0	0.0	0186_1Benzyloxy12methoxyethoxyethane_ea28ef8a31		
185	Benzyl_mercaptan	7509	1	0.0	0.0	0.0	0185_Benzyl_mercaptan_60ae8a56c1		
184	Benzyl_levulinate	81359	1	4.0	0.0	0.0	0184_Benzyl_levulinate_8e101ffeaf	fasstrecords	skipped
183	Benzyl_isovalerate	7651	1	0.0	0.0	0.0	0183_Benzyl_isovalerate_a7463ae046		
623	Sodium_Succinate	9020	1	27.0	0.0	0.0	0623_Sodium_Succinate_6fa84788ab	fasstrecords	skipped
181	Benzyl_isobutyrate	7646	1	0.0	0.0	0.0	0181_Benzyl_isobutyrate_7240538bd7		
180	Benzyl_hexanoate	23367	1	0.0	0.0	0.0	0180_Benzyl_hexanoate_23c044d128		
179	3Benzyl4heptanone	5463905	1	0.0	0.0	0.0	0179_3Benzyl4heptanone_641e8ee520		
178	Benzyl_formate	7708	1	0.0	0.0	0.0	0178_Benzyl_formate_fef5054d30		
675	Ethyl_acetoacetate_ethyleneglycol_ketal	80865	1	0.0	0.0	0.0	0675_Ethyl_acetoacetate_ethyleneglycol_ketal_47c4941487		
674	Ethyl_Acetoacetate	8868	1	5.0	0.0	0.0	0674_Ethyl_Acetoacetate_9db88c0589	fasstrecords	skipped
673	Ethyl_Acetate	8857	1	0.0	0.0	0.0	0673_Ethyl_Acetate_aa776d017a		
672	Ethyl_abietate	61182	1	0.0	0.0	0.0	0672_Ethyl_abietate_05d4978879		
671	2Ethoxythiazole	61809	1	0.0	0.0	0.0	0671_2Ethoxythiazole_70bb223e68		
182	Benzyl_Isothiocyanate	2346	1	15.0	0.0	0.0	0182_Benzyl_Isothiocyanate_5c79ee66f5	fasstrecords	skipped
657	23Epoxyoctanal	11804864	1	0.0	0.0	0.0	0657_23Epoxyoctanal_64ff61b53a		
656	23Epoxyheptanal	18606879	1	0.0	0.0	0.0	0656_23Epoxyheptanal_5054f73f57		
655	45epoxyE2decenal	6427068	1	0.0	0.0	0.0	0655_45epoxyE2decenal_4b60631f1e		
654	2E33Pentyl2oxiranyl2propenal	5352429	1	0.0	0.0	0.0	0654_2E33Pentyl2oxiranyl2propenal_20c6bb8cf4		
653	45Epoxy2decenal_2E	15825667	1	0.0	0.0	0.0	0653_45Epoxy2decenal_2E_e55c05a4fc		
652	23Epoxydecanal	71587390	1	0.0	0.0	0.0	0652_23Epoxydecanal_a0595d3ab6		
650	Limonene12epoxide	441245	1	0.0	0.0	0.0	0650_Limonene12epoxide_82ca195ae1		
649	Dodecyl_propionate	80354	1	0.0	0.0	0.0	0649_Dodecyl_propionate_27e8ecc05f		
191	Benzyl_propionate	31219	1	0.0	0.0	0.0	0191_Benzyl_propionate_e9caeaaf77		
647	Lauryl_Lactate	22692	1	0.0	0.0	0.0	0647_Lauryl_Lactate_8bc8835b74		
646	Dodecyl_isobutyrate	243691	1	0.0	0.0	0.0	0646_Dodecyl_isobutyrate_35f0f9041e		
645	Dodecyl_Gallate	14425	1	33.0	0.0	0.0	0645_Dodecyl_Gallate_7ef9f80977	fasstrecords	skipped
643	9Dodecen5olide_9E	71587972	1	0.0	0.0	0.0	0643_9Dodecen5olide_9E_10633da3d2		
642	11Dodecenoic_acid	125207	1	0.0	0.0	0.0	0642_11Dodecenoic_acid_f1b31b47f3		
641	Tangerinal	6430180	1	0.0	0.0	0.0	0641_Tangerinal_ba9f45bc39		
640	2Dodecenal	5283361	1	0.0	0.0	0.0	0640_2Dodecenal_59b563b0d0		
193	Betaine	247	1	1.0	0.0	0.0	0193_Betaine_edd9e21f47	fasstrecords	skipped
192	Benzyl_Salicylate	8363	1	0.0	0.0	0.0	0192_Benzyl_Salicylate_77ad964733		
648	1Dodecanethiol	8195	1	0.0	0.0	0.0	0648_1Dodecanethiol_0fb917294b		
524	Diisopropyl_Adipate	23368	1	0.0	0.0	0.0	0524_Diisopropyl_Adipate_42be06b2cf		
523	Diisopentyl_thiomalate	106530	1	0.0	0.0	0.0	0523_Diisopentyl_thiomalate_64600a992b		
522	Isobutyl_ketone	7958	1	0.0	0.0	0.0	0522_Isobutyl_ketone_d1eceb278b		
553	Dimethyl_dicarbonate	3086	1	0.0	0.0	0.0	0553_Dimethyl_dicarbonate_533f523ed9		
552	35Dimethyl12cyclopentanedione	61634	1	0.0	0.0	0.0	0552_35Dimethyl12cyclopentanedione_7a7df52547		
551	34Dimethyl_12cyclopentandione	61633	1	0.0	0.0	0.0	0551_34Dimethyl_12cyclopentandione_5f46abaf18		
550	alphaalphaDimethylbenzyl_isobutyrate	11830590	1	0.0	0.0	0.0	0550_alphaalphaDimethylbenzyl_isobutyrate_e78c000ff7		
549	Dimethylbenzyl_carbinyl_hexanoate	71587848	1	0.0	0.0	0.0	0549_Dimethylbenzyl_carbinyl_hexanoate_443f5d8dc4		
596	26Dimethylpyrazine	7938	1	0.0	0.0	0.0	0596_26Dimethylpyrazine_2d9e8eadfd		
547	palphaDIMETHYLBENZYL_ALCOHOL	10817	1	0.0	0.0	0.0	0547_palphaDIMETHYLBENZYL_ALCOHOL_d7d706230d		
546	23Dimethylbenzofuran	2734646	1	0.0	0.0	0.0	0546_23Dimethylbenzofuran_488f4a63e8		
545	24Dimethylbenzaldehyde	61814	1	0.0	0.0	0.0	0545_24Dimethylbenzaldehyde_494a4c093e		
544	24Dimethylanisole	81221	1	0.0	0.0	0.0	0544_24Dimethylanisole_79d92f0cdc		
543	Dimethylamine	674	1	0.0	0.0	0.0	0543_Dimethylamine_047aaa859d		
542	Dimethyladipate	12329	1	0.0	0.0	0.0	0542_Dimethyladipate_82dae6c0b7		
541	24Dimethyl5acetylthiazole	520888	1	0.0	0.0	0.0	0541_24Dimethyl5acetylthiazole_f75a154797		
540	14Dimethyl3cyclohexenyl_methyl_ketone	65289	1	0.0	0.0	0.0	0540_14Dimethyl3cyclohexenyl_methyl_ketone_01d389bf8c		
548	Dimethylbenzyl_carbinyl_crotonate	16205756	1	0.0	0.0	0.0	0548_Dimethylbenzyl_carbinyl_crotonate_993a23b810		
511	246Trimethyldihydro135dithiazine	12518	1	0.0	0.0	0.0	0511_246Trimethyldihydro135dithiazine_4dd73900b3		
510	Dihydro32Hthiophenone	61252	1	0.0	0.0	0.0	0510_Dihydro32Hthiophenone_bbd1c330b2		
509	Dihydronootkatone	71587038	1	0.0	0.0	0.0	0509_Dihydronootkatone_99d7de7de2		
508	57Dihydro2methylthieno34dpyrimidine	61951	1	0.0	0.0	0.0	0508_57Dihydro2methylthieno34dpyrimidine_d6048770a1		
507	DIHYDRObetaIONONE	519382	1	0.0	0.0	0.0	0507_DIHYDRObetaIONONE_310ba29c3c		
506	Dihydrobetaionol	579336	1	0.0	0.0	0.0	0506_Dihydrobetaionol_7ead3f631d		
537	34Dimethoxystyrene	61400	1	0.0	0.0	0.0	0537_34Dimethoxystyrene_d90624609c		
536	Rubemamine	1042026	1	0.0	0.0	0.0	0536_Rubemamine_9951347427		
525	Diisopropyl_disulfide	77932	1	0.0	0.0	0.0	0525_Diisopropyl_disulfide_b3b8b2b196		
534	11Dimethoxyhex2ene_2E	6436486	1	0.0	0.0	0.0	0534_11Dimethoxyhex2ene_2E_d0bd9a51c1		
533	11Dimethoxyethane	10795	1	0.0	0.0	0.0	0533_11Dimethoxyethane_2342647c04		
