scan	spectrum_id	collision_energy	Adduct	Compound_Source	Compound_Name	Precursor_MZ	ExactMass	Charge	Ion_Mode	Smiles	INCHI	InChIKey_smiles	GNPS_library_membership	InChIKey_smiles_firstBlock	matched_pesticide_names	match_method
28058	CCMSLIB00001058296	35.0	[M+Na]1+	commercial	Pesticide2_Aldicarb sulfone_C7H14N2O4S_Propanal, 2-methyl-2-(methylsulfonyl)-, O-[(methylamino)carbonyl]oxime, (1E)-	245.056	222.067427928	1	positive	CNC(=O)ON=CC(C)(C)S(C)(=O)=O	InChI=1S/C7H14N2O4S/c1-7(2,14(4,11)12)5-9-13-6(10)8-3/h5H,1-4H3,(H,8,10)	YRRKLBAKDXSTNC-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	YRRKLBAKDXSTNC	Aldicarb sulfone	inchikey_firstblock
28059	CCMSLIB00001058299	35.0	[M+Na]1+	commercial	Pesticide3_Indoxacarb_C22H17ClF3N3O7_Methyl (4aS)-7-chloro-2-{(methoxycarbonyl)[4-(trifluoromethoxy)phenyl]carbamoyl}-2,5-dihydroindeno[1,2-e][1,3,4]oxadiazine-4a(3H)-carboxylate	550.06	527.070712224	1	positive	COC(=O)N(C(=O)N1COC2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1	InChI=1S/C22H17ClF3N3O7/c1-33-18(30)21-10-12-9-13(23)3-8-16(12)17(21)27-28(11-35-21)19(31)29(20(32)34-2)14-4-6-15(7-5-14)36-22(24,25)26/h3-9H,10-11H2,1-2H3	VBCVPMMZEGZULK-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	VBCVPMMZEGZULK	Indoxacarb	inchikey_firstblock
28060	CCMSLIB00001058301	35.0	[M+H]1+		Pesticide9_Propamocarb_C9H20N2O2_Propyl [3-(dimethylamino)propyl]carbamate	189.159	188.15247788	1	positive	CCCOC(=O)NCCCN(C)C	InChI=1S/C9H20N2O2/c1-4-8-13-9(12)10-6-5-7-11(2)3/h4-8H2,1-3H3,(H,10,12)	WZZLDXDUQPOXNW-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	WZZLDXDUQPOXNW	Propamocarb	inchikey_firstblock+smiles_exact
28061	CCMSLIB00001058307	35.0	[M+H]1+		Pesticide9_Aminocarb_C11H16N2O2_4-(Dimethylamino)-3-methylphenyl methylcarbamate	209.128	208.121177752	1	positive	CNC(=O)Oc1ccc(N(C)C)c(C)c1	InChI=1S/C11H16N2O2/c1-8-7-9(15-11(14)12-2)5-6-10(8)13(3)4/h5-7H,1-4H3,(H,12,14)	IMIDOCRTMDIQIJ-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	IMIDOCRTMDIQIJ	Aminocarb	inchikey_firstblock
28063	CCMSLIB00001058314	35.0	[M+H]1+		Pesticide9_Mexacarbate_C12H18N2O2_4-(Dimethylamino)-3,5-dimethylphenyl methylcarbamate	223.144	222.136827816	1	positive	CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1	InChI=1S/C12H18N2O2/c1-8-6-10(16-12(15)13-3)7-9(2)11(8)14(4)5/h6-7H,1-5H3,(H,13,15)	YNEVBPNZHBAYOA-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	YNEVBPNZHBAYOA	Mexacarbate	inchikey_firstblock
28065	CCMSLIB00001058318	35.0	[M+H]1+		Pesticide9_Desmedipham_C16H16N2O4_3-[(Ethoxycarbonyl)amino]phenyl phenylcarbamate	301.118	300.111006992	1	positive	CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1	InChI=1S/C16H16N2O4/c1-2-21-15(19)18-13-9-6-10-14(11-13)22-16(20)17-12-7-4-3-5-8-12/h3-11H,2H2,1H3,(H,17,20)(H,18,19)	WZJZMXBKUWKXTQ-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	WZJZMXBKUWKXTQ	Desmedipham	inchikey_firstblock
28066	CCMSLIB00001058320		[M+H]1+	commercial	Pesticide3_3-Hydroxycarbofuran_C12H15NO4_3,7-Benzofurandiol, 2,3-dihydro-2,2-dimethyl-, 7-(methylcarbamate)	238.107	237.10010796	1	positive	CNC(=O)Oc1cccc2c1OC(C)(C)C2O	InChI=1S/C12H15NO4/c1-12(2)10(14)7-5-4-6-8(9(7)17-12)16-11(15)13-3/h4-6,10,14H,1-3H3,(H,13,15)	RHSUJRQZTQNSLL-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	RHSUJRQZTQNSLL	3-Hydroxycarbofuran	inchikey_firstblock
28067	CCMSLIB00001058322	35.0	[M+H]1+	commercial	Pesticide2_Thidiazuron_C9H8N4OS_1-Phenyl-3-(1,2,3-thiadiazol-5-yl)urea	221.049	220.041881876	1	positive	O=C(Nc1ccccc1)Nc1cnns1	InChI=1S/C9H8N4OS/c14-9(12-8-6-10-13-15-8)11-7-4-2-1-3-5-7/h1-6H,(H2,11,12,14)	HFCYZXMHUIHAQI-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	HFCYZXMHUIHAQI	Thidiazuron	inchikey_firstblock
28068	CCMSLIB00001058324	35.0	[M+NH3+H]1+		Pesticide9_Desmedipham_C16H16N2O4_3-[(Ethoxycarbonyl)amino]phenyl phenylcarbamate	318.145	300.111006992	1	positive	CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1	InChI=1S/C16H16N2O4/c1-2-21-15(19)18-13-9-6-10-14(11-13)22-16(20)17-12-7-4-3-5-8-12/h3-11H,2H2,1H3,(H,17,20)(H,18,19)	WZJZMXBKUWKXTQ-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	WZJZMXBKUWKXTQ	Desmedipham	inchikey_firstblock
28069	CCMSLIB00001058325		[M-H2O+H]1+	commercial	Pesticide3_3-Hydroxycarbofuran_C12H15NO4_3,7-Benzofurandiol, 2,3-dihydro-2,2-dimethyl-, 7-(methylcarbamate)	220.096	237.10010796	1	positive	CNC(=O)Oc1cccc2c1OC(C)(C)C2O	InChI=1S/C12H15NO4/c1-12(2)10(14)7-5-4-6-8(9(7)17-12)16-11(15)13-3/h4-6,10,14H,1-3H3,(H,13,15)	RHSUJRQZTQNSLL-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	RHSUJRQZTQNSLL	3-Hydroxycarbofuran	inchikey_firstblock
28070	CCMSLIB00001058326		[M+Na]1+	commercial	Pesticide3_3-Hydroxycarbofuran_C12H15NO4_3,7-Benzofurandiol, 2,3-dihydro-2,2-dimethyl-, 7-(methylcarbamate)	260.089	237.10010796	1	positive	CNC(=O)Oc1cccc2c1OC(C)(C)C2O	InChI=1S/C12H15NO4/c1-12(2)10(14)7-5-4-6-8(9(7)17-12)16-11(15)13-3/h4-6,10,14H,1-3H3,(H,13,15)	RHSUJRQZTQNSLL-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	RHSUJRQZTQNSLL	3-Hydroxycarbofuran	inchikey_firstblock
28071	CCMSLIB00001058327	35.0	[M+H]1+	commercial	Pesticide2_Thiophanate-methyl_C12H14N4O4S2_	343.053	342.045646928	1	positive	COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC	InChI=1S/C12H14N4O4S2/c1-19-11(17)15-9(21)13-7-5-3-4-6-8(7)14-10(22)16-12(18)20-2/h3-6H,1-2H3,(H2,13,15,17,21)(H2,14,16,18,22)	QGHREAKMXXNCOA-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	QGHREAKMXXNCOA	Thiophanate-methyl	inchikey_firstblock
28072	CCMSLIB00001058329	35.0	[M+Na]1+		Pesticide9_Desmedipham_C16H16N2O4_3-[(Ethoxycarbonyl)amino]phenyl phenylcarbamate	323.1	300.111006992	1	positive	CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1	InChI=1S/C16H16N2O4/c1-2-21-15(19)18-13-9-6-10-14(11-13)22-16(20)17-12-7-4-3-5-8-12/h3-11H,2H2,1H3,(H,17,20)(H,18,19)	WZJZMXBKUWKXTQ-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	WZJZMXBKUWKXTQ	Desmedipham	inchikey_firstblock
28073	CCMSLIB00001058331		[M+H]1+	commercial	Pesticide3_Dioxacarb_C11H13NO4_Phenol, 2-(1,3-dioxolan-2-yl)-, methylcarbamate	224.091	223.084457896	1	positive	CNC(=O)Oc1ccccc1C1OCCO1	InChI=1S/C11H13NO4/c1-12-11(13)16-9-5-3-2-4-8(9)10-14-6-7-15-10/h2-5,10H,6-7H2,1H3,(H,12,13)	SDKQRNRRDYRQKY-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	SDKQRNRRDYRQKY	Dioxacarb	inchikey_firstblock
28074	CCMSLIB00001058332	35.0	[M+Na]1+	commercial	Pesticide2_Thiophanate-methyl_C12H14N4O4S2_	365.035	342.045646928	1	positive	COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC	InChI=1S/C12H14N4O4S2/c1-19-11(17)15-9(21)13-7-5-3-4-6-8(7)14-10(22)16-12(18)20-2/h3-6H,1-2H3,(H2,13,15,17,21)(H2,14,16,18,22)	QGHREAKMXXNCOA-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	QGHREAKMXXNCOA	Thiophanate-methyl	inchikey_firstblock
28076	CCMSLIB00001058340		[M+Na]1+	commercial	Pesticide3_Dioxacarb_C11H13NO4_Phenol, 2-(1,3-dioxolan-2-yl)-, methylcarbamate	246.073	223.084457896	1	positive	CNC(=O)Oc1ccccc1C1OCCO1	InChI=1S/C11H13NO4/c1-12-11(13)16-9-5-3-2-4-8(9)10-14-6-7-15-10/h2-5,10H,6-7H2,1H3,(H,12,13)	SDKQRNRRDYRQKY-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	SDKQRNRRDYRQKY	Dioxacarb	inchikey_firstblock
28077	CCMSLIB00001058342	35.0	[M+H]1+	commercial	Pesticide2_Tebuthiuron_C9H16N4OS_Urea, N-[5-(1,1-dimethylethyl)-1,3,4-thiadiazol-2-yl]-N,N'-dimethyl-	229.111	228.104482132	1	positive	CNC(=O)N(C)c1nnc(C(C)(C)C)s1	InChI=1S/C9H16N4OS/c1-9(2,3)6-11-12-8(15-6)13(5)7(14)10-4/h1-5H3,(H,10,14)	HBPDKDSFLXWOAE-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	HBPDKDSFLXWOAE	Tebuthiuron	inchikey_firstblock
28078	CCMSLIB00001058343		[M+H]1+	commercial	Pesticide3_Fenuron_C9H12N2O_Urea, N,N-dimethyl-N'-phenyl-	165.102	164.094963004	1	positive	CN(C)C(=O)Nc1ccccc1	InChI=1S/C9H12N2O/c1-11(2)9(12)10-8-6-4-3-5-7-8/h3-7H,1-2H3,(H,10,12)	XXOYNJXVWVNOOJ-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	XXOYNJXVWVNOOJ	Fenuron	inchikey_firstblock
28079	CCMSLIB00001058346		[M+NH3+H]1+	commercial	Pesticide3_Fenuron_C9H12N2O_Urea, N,N-dimethyl-N'-phenyl-	182.129	164.094963004	1	positive	CN(C)C(=O)Nc1ccccc1	InChI=1S/C9H12N2O/c1-11(2)9(12)10-8-6-4-3-5-7-8/h3-7H,1-2H3,(H,10,12)	XXOYNJXVWVNOOJ-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	XXOYNJXVWVNOOJ	Fenuron	inchikey_firstblock
28080	CCMSLIB00001058349	35.0	[M+H]1+		Pesticide9_Pencycuron (Monceren) _C19H21ClN2O_	329.141	328.13424097200004	1	positive	O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1	InChI=1S/C19H21ClN2O/c20-16-12-10-15(11-13-16)14-22(18-8-4-5-9-18)19(23)21-17-6-2-1-3-7-17/h1-3,6-7,10-13,18H,4-5,8-9,14H2,(H,21,23)	OGYFATSSENRIKG-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	OGYFATSSENRIKG	Pencycuron	inchikey_firstblock
28081	CCMSLIB00001058350	35.0	[M+H]1+	commercial	Pesticide2_Methabenzthiazuron_C10H11N3OS_1-(1,3-Benzothiazol-2-yl)-1,3-dimethylurea	222.069	221.062282972	1	positive	CNC(=O)N(C)c1nc2ccccc2s1	InChI=1S/C10H11N3OS/c1-11-9(14)13(2)10-12-7-5-3-4-6-8(7)15-10/h3-6H,1-2H3,(H,11,14)	RRVIAQKBTUQODI-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	RRVIAQKBTUQODI	Methabenzthiazuron	inchikey_firstblock
28082	CCMSLIB00001058352	35.0	[M+H]1+		Pesticide10_Carbendazim_C9H9N3O2_mecarzole	192.076	191.069476528	1	positive	COC(=O)Nc1nc2ccccc2[nH]1	InChI=1S/C9H9N3O2/c1-14-9(13)12-8-10-6-4-2-3-5-7(6)11-8/h2-5H,1H3,(H2,10,11,12,13)	TWFZGCMQGLPBSX-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	TWFZGCMQGLPBSX	Carbendazim	inchikey_firstblock
28083	CCMSLIB00001058356	35.0	[M+H]1+	commercial	Pesticide2_Alanycarb_C17H25N3O4S2_	400.136	399.12864828	1	positive	CCOC(=O)CCN(Cc1ccccc1)SN(C)C(=O)ON=C(C)SC	InChI=1S/C17H25N3O4S2/c1-5-23-16(21)11-12-20(13-15-9-7-6-8-10-15)26-19(3)17(22)24-18-14(2)25-4/h6-10H,5,11-13H2,1-4H3	GMAUQNJOSOMMHI-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	GMAUQNJOSOMMHI	Alanycarb	inchikey_firstblock
28084	CCMSLIB00001058359	35.0	[M+H]1+	commercial	Pesticide2_Aldicarb sulfone_C7H14N2O4S_Propanal, 2-methyl-2-(methylsulfonyl)-, O-[(methylamino)carbonyl]oxime, (1E)-	223.074	222.067427928	1	positive	CNC(=O)ON=CC(C)(C)S(C)(=O)=O	InChI=1S/C7H14N2O4S/c1-7(2,14(4,11)12)5-9-13-6(10)8-3/h5H,1-4H3,(H,8,10)	YRRKLBAKDXSTNC-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	YRRKLBAKDXSTNC	Aldicarb sulfone	inchikey_firstblock
28085	CCMSLIB00001058361		[M+Na]1+	commercial	Pesticide3_Propoxur_C11H15NO3_Baygon	232.094	209.10519334	1	positive	CNC(=O)Oc1ccccc1OC(C)C	InChI=1S/C11H15NO3/c1-8(2)14-9-6-4-5-7-10(9)15-11(13)12-3/h4-8H,1-3H3,(H,12,13)	ISRUGXGCCGIOQO-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	ISRUGXGCCGIOQO	Propoxur	inchikey_firstblock
28086	CCMSLIB00001058364	35.0	[M+NH3+H]1+	commercial	Pesticide2_Aldicarb sulfone_C7H14N2O4S_Propanal, 2-methyl-2-(methylsulfonyl)-, O-[(methylamino)carbonyl]oxime, (1E)-	240.101	222.067427928	1	positive	CNC(=O)ON=CC(C)(C)S(C)(=O)=O	InChI=1S/C7H14N2O4S/c1-7(2,14(4,11)12)5-9-13-6(10)8-3/h5H,1-4H3,(H,8,10)	YRRKLBAKDXSTNC-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	YRRKLBAKDXSTNC	Aldicarb sulfone	inchikey_firstblock
28087	CCMSLIB00001058365	35.0	[M+Na]1+	commercial	Pesticide2_Alanycarb_C17H25N3O4S2_	422.118	399.12864828	1	positive	CCOC(=O)CCN(Cc1ccccc1)SN(C)C(=O)ON=C(C)SC	InChI=1S/C17H25N3O4S2/c1-5-23-16(21)11-12-20(13-15-9-7-6-8-10-15)26-19(3)17(22)24-18-14(2)25-4/h6-10H,5,11-13H2,1-4H3	GMAUQNJOSOMMHI-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	GMAUQNJOSOMMHI	Alanycarb	inchikey_firstblock
28088	CCMSLIB00001058369	35.0	[M+H]1+	commercial	Pesticide2_Benfuracarb_C20H30N2O5S_Oncol	411.195	410.18754306	1	positive	CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C	InChI=1S/C20H30N2O5S/c1-7-25-17(23)11-12-22(14(2)3)28-21(6)19(24)26-16-10-8-9-15-13-20(4,5)27-18(15)16/h8-10,14H,7,11-13H2,1-6H3	FYZBOYWSHKHDMT-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	FYZBOYWSHKHDMT	Benfuracarb	inchikey_firstblock
28089	CCMSLIB00001058370		[M+H]1+	commercial	Pesticide3_Carbofuran_C12H15NO3_Furadan	222.112	221.10519334	1	positive	CNC(=O)Oc1cccc2c1OC(C)(C)C2	InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)	DUEPRVBVGDRKAG-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	DUEPRVBVGDRKAG	Carbofuran	inchikey_firstblock
28090	CCMSLIB00001058371	35.0	[M+NH3+H]1+	commercial	Pesticide2_Benfuracarb_C20H30N2O5S_Oncol	428.222	410.18754306	1	positive	CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C	InChI=1S/C20H30N2O5S/c1-7-25-17(23)11-12-22(14(2)3)28-21(6)19(24)26-16-10-8-9-15-13-20(4,5)27-18(15)16/h8-10,14H,7,11-13H2,1-6H3	FYZBOYWSHKHDMT-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	FYZBOYWSHKHDMT	Benfuracarb	inchikey_firstblock
28091	CCMSLIB00001058372		[M+Na]1+	commercial	Pesticide3_Carbofuran_C12H15NO3_Furadan	244.094	221.10519334	1	positive	CNC(=O)Oc1cccc2c1OC(C)(C)C2	InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)	DUEPRVBVGDRKAG-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	DUEPRVBVGDRKAG	Carbofuran	inchikey_firstblock
28092	CCMSLIB00001058376		[M+H]1+	commercial	Pesticide3_Pirimicarb_C11H18N4O2_2-(Dimethylamino)-5,6-dimethyl-4-pyrimidinyl dimethylcarbamate	239.15	238.142975816	1	positive	Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C	InChI=1S/C11H18N4O2/c1-7-8(2)12-10(14(3)4)13-9(7)17-11(16)15(5)6/h1-6H3	YFGYUFNIOHWBOB-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	YFGYUFNIOHWBOB	Pirimicarb	inchikey_firstblock
28093	CCMSLIB00001058378	35.0	[M+H]1+	commercial	Pesticide2_Aldicarb sulfoxide_C7H14N2O3S_Propanal, 2-methyl-2-(methylsulfinyl)-, O-[(methylamino)carbonyl]oxime, (1E)-	207.08	206.072513308	1	positive	CNC(=O)ON=CC(C)(C)S(C)=O	InChI=1S/C7H14N2O3S/c1-7(2,13(4)11)5-9-12-6(10)8-3/h5H,1-4H3,(H,8,10)	BXPMAGSOWXBZHS-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	BXPMAGSOWXBZHS	Aldicarb sulfoxide	inchikey_firstblock
28094	CCMSLIB00001058379	35.0	[M+Na]1+	commercial	Pesticide2_Benfuracarb_C20H30N2O5S_Oncol	433.177	410.18754306	1	positive	CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C	InChI=1S/C20H30N2O5S/c1-7-25-17(23)11-12-22(14(2)3)28-21(6)19(24)26-16-10-8-9-15-13-20(4,5)27-18(15)16/h8-10,14H,7,11-13H2,1-6H3	FYZBOYWSHKHDMT-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	FYZBOYWSHKHDMT	Benfuracarb	inchikey_firstblock
28095	CCMSLIB00001058381		[M+Na]1+	commercial	Pesticide3_Pirimicarb_C11H18N4O2_2-(Dimethylamino)-5,6-dimethyl-4-pyrimidinyl dimethylcarbamate	261.132	238.142975816	1	positive	Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C	InChI=1S/C11H18N4O2/c1-7-8(2)12-10(14(3)4)13-9(7)17-11(16)15(5)6/h1-6H3	YFGYUFNIOHWBOB-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	YFGYUFNIOHWBOB	Pirimicarb	inchikey_firstblock
28096	CCMSLIB00001058384	35.0	[M+H]1+	commercial	Pesticide2_Thidiazuron_C9H8N4OS_1-Phenyl-3-(1,2,3-thiadiazol-5-yl)urea	221.049	220.041881876	1	positive	O=C(Nc1ccccc1)Nc1cnns1	InChI=1S/C9H8N4OS/c14-9(12-8-6-10-13-15-8)11-7-4-2-1-3-5-7/h1-6H,(H2,11,12,14)	HFCYZXMHUIHAQI-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	HFCYZXMHUIHAQI	Thidiazuron	inchikey_firstblock
28097	CCMSLIB00001058385	35.0	[M+H]1+	commercial	Pesticide2_Furathiocarb_C18H26N2O5S_Butyl 2,3-dihydro-2,2-dimethylbenzofuran-7-yl-N,N'-dimethyl-N,N'-thiodicarbamate	383.163	382.156242932	1	positive	CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2	InChI=1S/C18H26N2O5S/c1-6-7-11-23-16(21)19(4)26-20(5)17(22)24-14-10-8-9-13-12-18(2,3)25-15(13)14/h8-10H,6-7,11-12H2,1-5H3	HAWJXYBZNNRMNO-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	HAWJXYBZNNRMNO	Furathiocarb	inchikey_firstblock
28098	CCMSLIB00001058386	35.0	[M+Na]1+	commercial	Pesticide2_Furathiocarb_C18H26N2O5S_Butyl 2,3-dihydro-2,2-dimethylbenzofuran-7-yl-N,N'-dimethyl-N,N'-thiodicarbamate	405.145	382.156242932	1	positive	CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2	InChI=1S/C18H26N2O5S/c1-6-7-11-23-16(21)19(4)26-20(5)17(22)24-14-10-8-9-13-12-18(2,3)25-15(13)14/h8-10H,6-7,11-12H2,1-5H3	HAWJXYBZNNRMNO-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	HAWJXYBZNNRMNO	Furathiocarb	inchikey_firstblock
28099	CCMSLIB00001058387	35.0	[M+H]1+	commercial	Pesticide2_Thiophanate-methyl_C12H14N4O4S2_	343.053	342.045646928	1	positive	COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC	InChI=1S/C12H14N4O4S2/c1-19-11(17)15-9(21)13-7-5-3-4-6-8(7)14-10(22)16-12(18)20-2/h3-6H,1-2H3,(H2,13,15,17,21)(H2,14,16,18,22)	QGHREAKMXXNCOA-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	QGHREAKMXXNCOA	Thiophanate-methyl	inchikey_firstblock
28100	CCMSLIB00001058389		[M+H]1+	commercial	Pesticide3_Fluometuron_C10H11F3N2O_Urea, N,N-dimethyl-N'-[3-(trifluoromethyl)phenyl]-	233.089	232.082347632	1	positive	CN(C)C(=O)Nc1cccc(C(F)(F)F)c1	InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)	RZILCCPWPBTYDO-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	RZILCCPWPBTYDO	Fluometuron	inchikey_firstblock
28101	CCMSLIB00001058391		[M+H]1+	commercial	Pesticide3_Isoprocarb_C11H15NO2_2-Isopropylphenyl methylcarbamate	194.117	193.11027872	1	positive	CNC(=O)Oc1ccccc1C(C)C	InChI=1S/C11H15NO2/c1-8(2)9-6-4-5-7-10(9)14-11(13)12-3/h4-8H,1-3H3,(H,12,13)	QBSJMKIUCUGGNG-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	QBSJMKIUCUGGNG	Isoprocarb	inchikey_firstblock
28103	CCMSLIB00001058395	35.0	[M+H]1+	commercial	Pesticide4_Cyromazine_C6H10N6_Vetrazin	167.104	166.09669431999998	1	positive	Nc1nc(N)nc(NC2CC2)n1	InChI=1S/C6H10N6/c7-4-10-5(8)12-6(11-4)9-3-1-2-3/h3H,1-2H2,(H5,7,8,9,10,11,12)	LVQDKIWDGQRHTE-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	LVQDKIWDGQRHTE	Cyromazine	inchikey_firstblock
28104	CCMSLIB00001058396		[M+H]1+	commercial	Pesticide3_Monolinuron_C9H11ClN2O2_Urea, N'-(4-chlorophenyl)-N-methoxy-N-methyl-	215.058	214.050905272	1	positive	CON(C)C(=O)Nc1ccc(Cl)cc1	InChI=1S/C9H11ClN2O2/c1-12(14-2)9(13)11-8-5-3-7(10)4-6-8/h3-6H,1-2H3,(H,11,13)	LKJPSUCKSLORMF-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	LKJPSUCKSLORMF	Monolinuron	inchikey_firstblock
28105	CCMSLIB00001058397	35.0	[M+H]1+	commercial	Pesticide2_Tebuthiuron_C9H16N4OS_Urea, N-[5-(1,1-dimethylethyl)-1,3,4-thiadiazol-2-yl]-N,N'-dimethyl-	229.111	228.104482132	1	positive	CNC(=O)N(C)c1nnc(C(C)(C)C)s1	InChI=1S/C9H16N4OS/c1-9(2,3)6-11-12-8(15-6)13(5)7(14)10-4/h1-5H3,(H,10,14)	HBPDKDSFLXWOAE-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	HBPDKDSFLXWOAE	Tebuthiuron	inchikey_firstblock
28106	CCMSLIB00001058399	35.0	[M+H]1+	commercial	Pesticide4_Dinotefuran_C7H14N4O3_Guanidine, N-methyl-N''-nitro-N'-[(tetrahydro-3-furanyl)methyl]-	203.114	202.106590308	1	positive	CN=C(NCC1CCOC1)N[N+](=O)[O-]	InChI=1S/C7H14N4O3/c1-8-7(10-11(12)13)9-4-6-2-3-14-5-6/h6H,2-5H2,1H3,(H2,8,9,10)	YKBZOVFACRVRJN-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	YKBZOVFACRVRJN	Dinotefuran	inchikey_firstblock+smiles_exact
28107	CCMSLIB00001058400		[M+H]1+	commercial	Pesticide3_Forchlorfenuron_C12H10ClN3O_Urea, N-(2-chloro-4-pyridinyl)-N'-phenyl-	248.058	247.05123962	1	positive	O=C(Nc1ccccc1)Nc1ccnc(Cl)c1	InChI=1S/C12H10ClN3O/c13-11-8-10(6-7-14-11)16-12(17)15-9-4-2-1-3-5-9/h1-8H,(H2,14,15,16,17)	GPXLRLUVLMHHIK-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	GPXLRLUVLMHHIK	Forchlorfenuron	inchikey_firstblock
